ping,20241219T16:03:57,2.034764
now,20241219T16:04:05,2.037349
type,20241219T16:04:13,2.038876
type,20241219T16:04:21,2.032457
type,20241219T16:04:29,2.037999
type,20241219T16:04:37,2.043378
type,20241219T16:04:46,2.033668
type,20241219T16:04:54,2.019684
type,20241219T16:05:02,2.023792
sum,20241219T16:05:10,2.046032
